442_Shared,442_C1,442_C11,446_Shared,446_C1,446_C11,447_Shared,447_C1,447_C11
0.260223,0.02924,,0.204819,,,0.384314,,
0.122914,0.020492,,0.351351,,,0.393728,,
0.52,0.015152,,0.395131,,,0.308824,,
0.26749,0.026525,,0.188406,,,0.341317,,
0.302583,0.017241,,0.240602,,,0.31746,,
0.276923,0.047414,,0.263441,,,0.589623,,
0.329412,0.026201,,0.606383,,,0.282051,,
0.285012,0.021368,,0.29064,,,0.423841,,
0.414063,0.019608,,0.065217,,,0.659574,,
0.35514,0.019337,,0.053097,,,0.370558,,
0.263889,0.023148,,0.239437,,,0.065327,,
0.60274,0.045455,,0.258427,,,0.066265,,
0.221649,0.036145,,0.360119,,,0.1875,,
0.095238,0.029412,,0.228814,,,0.192308,,
0.119658,0.030016,,0.321705,,,0.308696,,
0.135593,0.050667,,0.241379,,,0.537538,,
0.303318,0.011152,,0.189091,,,0.342857,,
0.292517,0.011583,,0.357724,,,0.39738,,
0.246154,0.02139,,0.24183,,,0.52,,
0.312796,0.042453,,0.27668,,,0.261411,,
0.272727,0.03719,,0.323699,,,0.475248,,
0.240964,0.012907,,0.277439,,,0.255682,,
0.458101,0.013665,,0.279635,,,0.320513,,
0.233553,0.027663,,0.285124,,,0.311377,,
0.30531,0.053398,,0.438462,,,0.40636,,
0.317881,0.036011,,0.108696,,,0.404255,,
0.241636,0.023697,,0.106383,,,0.361905,,
0.241636,0.028424,,0.09589,,,0.5,,
0.245902,0.033066,,0.0272,,,0.085227,,
0.467949,0.017204,,0.12995,,,0.18,,
0.107914,0.019139,,0.189614,,,0.020295,,
0.173333,,,0.240642,,,0.142498,,
0.020964,,,0.489437,,,0.184496,,
0.13678,,,0.247423,,,0.342246,,
0.157504,,,0.407216,,,0.649123,,
0.306569,,,0.101333,,,0.418919,,
0.526316,,,0.200441,,,0.441624,,
0.269231,,,0.204793,,,0.375566,,
0.391566,,,0.289683,,,0.287179,,
0.141104,,,0.248062,,,0.340909,,
0.2375,,,0.365297,,,0.301115,,
0.241895,,,0.134328,,,0.402273,,
0.292793,,,0.240418,,,0.375839,,
0.30303,,,0.26501,,,0.501538,,
0.291429,,,0.236994,,,0.333333,,
0.163934,,,0.365079,,,0.601351,,
0.235537,,,0.237086,,,0.36,,
0.326241,,,0.422819,,,0.339286,,
0.221622,,,0.255556,,,0.329609,,
0.335766,,,0.272,,,0.37788,,
0.291379,,,0.267857,,,0.316406,,
0.520548,,,0.29717,,,0.373702,,
0.347305,,,0.263566,,,0.398714,,
0.224299,,,0.268409,,,0.238411,,
0.255814,,,0.282258,,,0.324242,,
0.317949,,,0.181818,,,0.192308,,
0.325301,,,0.274096,,,0.575221,,
0.249147,,,0.126582,,,0.355556,,
0.311644,,,0.469512,,,0.241546,,
0.182927,,,0.4375,,,0.292683,,
0.282958,,,0.217593,,,0.436275,,
0.1125,,,0.166667,,,0.330396,,
0.441176,,,0.297778,,,0.022222,,
0.287582,,,0.313492,,,0.546961,,
0.206897,,,0.413408,,,0.619413,,
0.209302,,,0.586854,,,0.163665,,
0.294686,,,0.141563,,,0.063793,,
0.315789,,,0.046921,,,0.123596,,
0.078125,,,0.210227,,,0.265823,,
0.469799,,,0.263383,,,0.263403,,
0.626741,,,0.216216,,,0.339623,,
0.133985,,,0.320896,,,0.298137,,
0.053903,,,0.256637,,,0.339806,,
0.302817,,,0.224913,,,0.30531,,
0.232804,,,0.53913,,,0.709402,,
0.325,,,0.27003,,,0.356037,,
0.269737,,,0.511628,,,0.55531,,
0.26087,,,0.494048,,,0.607595,,
0.265537,,,0.300654,,,0.466667,,
0.569767,,,0.238434,,,0.31339,,
0.290076,,,0.391858,,,0.027826,,
0.561856,,,0.357143,,,0.252285,,
0.574194,,,0.35119,,,0.444444,,
0.325397,,,0.40597,,,0.317164,,
0.268939,,,0.285928,,,0.386831,,
0.042017,,,0.588517,,,0.362007,,
0.233553,,,0.270349,,,0.742138,,
0.3,,,0.229508,,,0.369085,,
0.345098,,,0.549356,,,0.308176,,
0.293617,,,0.550218,,,0.755981,,
0.240296,,,0.245763,,,0.760563,,
0.521739,,,0.284153,,,0.341085,,
0.178571,,,0.273333,,,0.305732,,
0.28125,,,0.237226,,,0.379221,,
0.301205,,,0.228512,,,0.348519,,
0.592965,,,0.226786,,,0.307487,,
0.585859,,,0.30303,,,0.444656,,
0.35443,,,0.285714,,,0.401316,,
0.300654,,,0.372881,,,0.368201,,
0.283422,,,0.366013,,,0.304,,
0.259067,,,0.367213,,,0.334586,,
0.267352,,,0.291457,,,0.333333,,
0.338902,,,0.325,,,0.315942,,
0.289256,,,0.259669,,,0.38806,,
0.325359,,,0.351852,,,0.377358,,
0.240741,,,0.057143,,,0.58,,
0.3125,,,0.020761,,,0.074766,,
0.312253,,,0.021583,,,0.351724,,
0.292169,,,0.02214,,,0.205128,,
0.289474,,,0.230769,,,0.288889,,
0.30625,,,0.01995,,,0.373016,,
0.385965,,,0.166667,,,0.095,,
0.055556,,,0.177033,,,0.355932,,
0.286957,,,0.35942,,,0.692308,,
0.015873,,,0.11875,,,0.388889,,
0.266667,,,0.286885,,,0.385246,,
0.220779,,,0.527778,,,0.37112,,
0.297945,,,0.379888,,,0.40625,,
0.109756,,,0.286822,,,0.321429,,
0.296482,,,0.270157,,,0.334694,,
0.710526,,,0.267544,,,0.333333,,
0.377049,,,0.267606,,,0.321739,,
0.243243,,,0.212454,,,0.489011,,
0.287582,,,0.278689,,,0.237624,,
0.201835,,,0.25,,,0.315234,,
0.310345,,,0.291971,,,0.349206,,
0.269406,,,0.27381,,,0.362416,,
0.302326,,,0.274131,,,0.325444,,
0.277778,,,0.246575,,,0.227273,,
0.213675,,,0.296482,,,0.35023,,
0.338235,,,0.241379,,,0.714932,,
0.294408,,,0.137681,,,0.503448,,
0.366667,,,0.287611,,,0.303167,,
0.30303,,,0.586667,,,0.330645,,
0.248227,,,0.394595,,,0.339901,,
0.204918,,,0.256522,,,0.343284,,
0.277027,,,0.2,,,0.4,,
0.552632,,,0.275862,,,0.346154,,
0.443787,,,0.253378,,,0.337662,,
0.189055,,,0.311024,,,0.321705,,
0.242424,,,0.247788,,,0.031683,,
0.293103,,,0.270358,,,,,
0.305882,,,0.245902,,,,,
0.385,,,0.056497,,,,,
0.25,,,,,,,,
0.236434,,,,,,,,
0.236,,,,,,,,
