478_Shared,478_C1,478_C11,483_Shared,483_C1,483_C11,481_Shared,481_C1,481_C11
0.549828,,,0.577652,,,0.333333,,
0.274131,,,0.296443,,,0.394872,,
0.331034,,,0.311355,,,0.335984,,
0.222222,,,0.328947,,,0.39548,,
0.290909,,,0.322368,,,0.338028,,
0.290043,,,0.331197,,,0.282486,,
0.371622,,,0.384,,,0.577982,,
0.294118,,,0.268908,,,0.331731,,
0.214286,,,0.32,,,0.069767,,
0.457447,,,0.53125,,,0.06383,,
0.290155,,,0.346154,,,0.227778,,
0.085714,,,0.067114,,,0.121212,,
0.081633,,,0.058394,,,0.417391,,
0.22,,,0.295082,,,0.431635,,
0.083333,,,0.136364,,,0.302326,,
0.30315,,,0.32093,,,0.403292,,
0.412308,,,0.425806,,,0.379747,,
0.229885,,,0.262712,,,0.310345,,
0.321429,,,0.345238,,,0.506329,,
0.255411,,,0.313725,,,0.298413,,
0.253846,,,0.302326,,,0.344262,,
0.311224,,,0.277778,,,0.308333,,
0.191275,,,0.273038,,,0.292479,,
0.339207,,,0.304762,,,0.3,,
0.338028,,,0.313953,,,0.302885,,
0.273312,,,0.373333,,,0.538961,,
0.275641,,,0.376238,,,0.075949,,
0.248804,,,0.258741,,,0.070968,,
0.485564,,,0.472222,,,0.105263,,
0.039474,,,0.120567,,,0.028829,,
0.189873,,,0.136986,,,0.147559,,
0.033827,,,0.023504,,,0.1947,,
0.150888,,,0.14331,,,0.350962,,
0.164497,,,0.165254,,,0.590038,,
0.278409,,,0.364162,,,0.293478,,
0.446494,,,0.576132,,,0.469484,,
0.371795,,,0.342466,,,0.363636,,
0.404523,,,0.427027,,,0.342975,,
0.308017,,,0.26009,,,0.379845,,
0.289474,,,0.27957,,,0.253333,,
0.331707,,,0.282051,,,0.240664,,
0.111111,,,0.125,,,0.349237,,
0.256318,,,0.326693,,,0.317308,,
0.309942,,,0.329545,,,0.38125,,
0.227979,,,0.270142,,,0.311688,,
0.348387,,,0.330798,,,0.549133,,
0.280488,,,0.3344,,,0.346341,,
0.428571,,,0.516779,,,0.316547,,
0.314286,,,0.269737,,,0.387665,,
0.307692,,,0.285714,,,0.334764,,
0.285714,,,0.3,,,0.408408,,
0.289362,,,0.338384,,,0.335802,,
0.288525,,,0.317164,,,0.336898,,
0.297821,,,0.331395,,,0.27381,,
0.313993,,,0.320755,,,0.369347,,
0.228261,,,0.22449,,,0.213592,,
0.286517,,,0.339506,,,0.518248,,
0.166667,,,0.177215,,,0.361582,,
0.475309,,,0.495726,,,0.257282,,
0.269461,,,0.317568,,,0.230769,,
0.19171,,,0.28022,,,0.320988,,
0.188811,,,0.226415,,,0.36194,,
0.310484,,,0.283843,,,0.179487,,
0.279352,,,0.347032,,,0.515789,,
0.114286,,,0.149533,,,0.59271,,
0.418478,,,0.436709,,,0.134767,,
0.632107,,,0.620324,,,0.041854,,
0.134552,,,0.134015,,,0.231959,,
0.047231,,,0.030945,,,0.270023,,
0.253731,,,0.35,,,0.210526,,
0.262255,,,0.209632,,,0.22695,,
0.255814,,,0.416667,,,0.325,,
0.265152,,,0.327273,,,0.330508,,
0.254098,,,0.222222,,,0.635036,,
0.268722,,,0.299539,,,0.377465,,
0.514851,,,0.653543,,,0.599156,,
0.287879,,,0.308271,,,0.622093,,
0.535792,,,0.632275,,,0.335227,,
0.453488,,,0.488095,,,0.319885,,
0.27381,,,0.392857,,,0.350746,,
0.27931,,,0.296552,,,0.424837,,
0.015873,,,0.028818,,,0.384083,,
0.259358,,,0.306452,,,0.265517,,
0.385185,,,0.371681,,,0.344037,,
0.344948,,,0.35,,,0.666667,,
0.215768,,,0.353712,,,0.12,,
0.281804,,,0.311808,,,0.330097,,
0.502304,,,0.588832,,,0.34375,,
0.293515,,,0.137931,,,0.666667,,
0.206897,,,0.326316,,,0.68,,
0.595122,,,0.261745,,,0.309735,,
0.580488,,,0.710526,,,0.351648,,
0.408696,,,0.708995,,,0.389899,,
0.260355,,,0.380531,,,0.277992,,
0.261851,,,0.333333,,,0.273885,,
0.269841,,,0.344221,,,0.400332,,
0.249428,,,0.276404,,,0.343373,,
0.272727,,,0.264339,,,0.381679,,
0.265432,,,0.315451,,,0.355372,,
0.316794,,,0.309677,,,0.302839,,
0.307692,,,0.365385,,,0.302548,,
0.326613,,,0.322917,,,0.369515,,
0.330645,,,0.324219,,,0.383562,,
0.329114,,,0.318898,,,0.28934,,
0.246479,,,0.36478,,,0.564626,,
0.321244,,,0.275,,,0.12304,,
0.383838,,,0.304965,,,0.246479,,
0.114839,,,0.560241,,,0.013245,,
0.172932,,,0.137168,,,0.289538,,
0.269231,,,0.268293,,,0.289389,,
0.222944,,,0.162162,,,0.095238,,
0.314394,,,0.222535,,,0.355372,,
0.075472,,,0.347518,,,0.621005,,
0.331933,,,0.072848,,,0.37561,,
0.540426,,,0.341346,,,0.394558,,
0.347368,,,0.645022,,,0.35061,,
0.289474,,,0.396552,,,0.373626,,
0.259023,,,0.275862,,,0.344371,,
0.246324,,,0.315245,,,0.588889,,
0.250804,,,0.299213,,,0.310526,,
0.693141,,,0.292763,,,0.383142,,
0.271028,,,0.571984,,,0.372781,,
0.265306,,,0.308411,,,0.321839,,
0.352941,,,0.340249,,,0.333333,,
0.303797,,,0.315068,,,0.385542,,
0.301105,,,0.239437,,,0.391026,,
0.270588,,,0.333333,,,0.270588,,
0.358696,,,0.306667,,,0.177215,,
0.29771,,,0.3125,,,0.357759,,
0.176471,,,0.207407,,,0.572464,,
0.313305,,,0.244275,,,0.514451,,
0.543253,,,0.33871,,,0.240876,,
0.39759,,,0.566038,,,0.29878,,
0.223214,,,0.53012,,,0.31405,,
0.291339,,,0.22807,,,0.329377,,
0.298507,,,0.372881,,,0.421941,,
0.254125,,,0.27451,,,0.322581,,
0.315175,,,0.304348,,,0.327402,,
0.248,,,0.350515,,,0.291228,,
0.244526,,,0.214953,,,0.031142,,
0.227758,,,0.345382,,,,,
0.040404,,,0.279461,,,,,
,,,0.037182,,,,,
