474_Shared,474_C1,474_C11,477_Shared,477_C1,477_C11,475_Shared,475_C1,475_C11
0.051619,0.195402,0.146465,0.38843,0.230769,0.047872,0.396226,0.128631,0.032787
0.067277,0.244361,0.114286,0.374101,0.258427,0.043956,0.389474,0.313984,0.032258
0.051768,0.331081,0.060302,0.048534,0.37751,0.022936,0.0494,0.345238,0.032609
0.060206,0.217105,0.072072,0.065363,0.321429,0.031949,0.066075,0.267606,0.035032
0.361502,0.176166,0.078078,0.048753,0.412214,0.030534,0.045477,0.267081,0.042208
0.326501,0.262366,0.070485,0.078603,0.22,0.039474,0.053571,0.296703,0.055944
0.231111,0.24283,0.09777,0.319048,0.506702,0.03252,0.400881,0.297521,0.053933
0.231343,0.191638,0.120419,0.378761,0.303983,0.053407,0.343402,0.380952,0.047955
0.269231,0.177778,0.090909,0.015355,0.218845,0.042945,0.280488,0.25,0.071661
0.357542,0.216625,0.06599,0.015779,0.201835,0.073684,0.228346,0.220779,0.070175
0.325513,0.244792,0.082707,0.258475,0.269333,0.062802,0.244444,0.406181,0.045249
0.452055,0.209386,0.056716,0.298013,0.322275,0.027569,0.336957,0.307427,0.069869
0.344262,0.176271,0.08046,0.246512,0.21831,0.042435,0.341853,0.282051,0.043478
0.258333,0.201613,0.077922,0.439306,0.163399,0.036913,0.536232,0.201754,0.07
0.34434,0.237762,0.085526,0.371648,0.232394,0.051163,0.410714,0.306167,0.063492
0.381579,0.164384,0.087719,0.493789,0.34981,0.038961,0.277778,0.326425,0.079545
0.295181,0.225694,0.092896,0.30303,0.280899,0.050595,0.362694,0.303502,0.046753
0.298969,0.215686,0.102484,0.303704,0.309609,0.048148,0.344,0.205298,0.02957
0.55625,0.056478,0.058252,0.407583,0.336538,0.05567,0.347561,0.209964,0.065404
0.339744,0.244444,0.091463,0.44697,0.092937,0.014006,0.344186,0.307692,0.020556
0.24952,0.244186,0.069805,0.321168,0.263158,0.061017,0.538922,0.277311,0.050296
0.511568,0.078947,0.093023,0.301282,0.239583,0.017199,0.324503,0.258786,0.019928
0.260417,0.136691,0.075,0.563467,0.164912,0.045226,0.268817,0.255102,0.041254
0.17096,0.230769,0.073593,0.32,0.187266,0.034682,0.549296,0.080882,0.043716
0.317191,0.132159,0.062874,0.259843,0.267477,,0.310345,0.282353,
0.3379,0.149897,0.067568,0.456633,0.142222,,0.176806,0.395604,
0.29249,0.230769,0.111675,0.35,0.136364,,0.361979,0.177358,
0.15566,0.23913,0.032134,0.17375,0.306859,,0.404545,0.139932,
0.293103,0.216724,0.083077,0.319149,0.3125,,0.396226,0.285276,
0.290323,0.2,0.042957,0.411168,0.297521,,0.205882,0.112676,
0.301587,0.135922,0.072698,0.411765,0.323529,,0.333333,0.15458,
0.326531,0.122807,0.108597,0.2,0.147287,,0.329787,0.322344,
0.295918,0.2,,0.373563,0.37963,,0.383333,0.278409,
0.309524,0.246479,,0.419355,0.413462,,0.343949,0.294393,
0.304762,0.301408,,0.357143,0.357955,,0.260417,0.315029,
0.478125,0.316279,,0.372624,0.335329,,0.354839,0.165138,
0.335165,0.402062,,0.346154,0.546512,,0.354839,0.300971,
0.314465,0.352,,0.333333,0.54902,,0.547009,0.363636,
0.282353,0.224044,,0.331731,0.513761,,0.39645,0.368056,
0.365385,0.197719,,0.538961,0.198895,,0.327381,0.31856,
0.340541,0.122867,,0.335404,0.250896,,0.297189,0.502513,
0.335165,0.190751,,0.324503,0.215686,,0.311321,0.445652,
0.325967,0.210526,,0.271605,0.36478,,0.287081,0.473118,
0.316832,0.278351,,0.375,0.340426,,0.319149,0.267045,
0.330357,0.230769,,0.391534,0.321429,,0.312169,0.241758,
0.3125,0.253112,,0.375758,0.392045,,0.343373,0.190031,
0.21732,0.204082,,0.369697,0.281513,,0.373984,0.304348,
0.346429,0.084615,,0.366864,0.292969,,0.412281,0.324841,
0.507463,0.139241,,0.375,0.1875,,0.257143,0.266667,
0.439169,0.19788,,0.378571,0.172131,,0.376518,0.27957,
0.147287,0.134146,,0.224762,0.279461,,0.632653,0.212121,
0.254902,0.421053,,0.423963,0.205128,,0.543807,0.332075,
0.346369,0.112676,,0.559322,0.48,,0.253333,0.184932,
0.291971,0.263441,,0.502941,0.158788,,0.28972,0.218137,
0.277778,0.113402,,0.173913,0.337017,,0.345345,0.25,
0.272727,0.206304,,0.313131,0.148438,,0.323651,0.236994,
0.220588,0.062392,,0.349057,0.261128,,0.309278,0.5,
0.268939,0.269663,,0.319361,0.09816,,0.298387,0.150794,
0.31068,0.189189,,0.398844,0.368831,,0.25,0.326087,
0.299824,0.282051,,0.287879,0.298507,,0.259328,0.109726,
0.297052,0.192308,,0.272727,0.287234,,0.236111,0.246032,
0.269565,0.123016,,0.254157,0.230337,,0.331738,0.127063,
0.333333,0.216346,,0.419048,0.159309,,0.42757,0.340509,
0.129771,0.18315,,0.34763,0.320225,,0.322314,0.317919,
0.070833,0.209622,,0.4821,0.356061,,0.342657,0.35122,
0.028708,0.213115,,0.373206,0.241993,,0.13449,0.278481,
0.064516,0.17037,,0.381443,0.25,,0.079787,0.162662,
0.311728,0.21327,,0.149718,0.263636,,0.051118,0.312169,
0.270042,0.144,,0.06414,0.228856,,0.076294,0.305369,
0.37069,0.138211,,0.038462,0.206107,,0.418675,0.259259,
0.456989,0.25,,0.065868,0.219178,,0.279817,0.286364,
0.326848,0.232365,,0.35514,0.325,,0.335766,0.271186,
0.296552,0.206522,,0.30102,0.295547,,0.474878,0.24,
0.360294,0.109422,,0.338235,0.248485,,0.350211,0.214815,
0.29927,0.176871,,0.523346,0.193146,,0.372093,0.275862,
0.238532,0.279188,,0.325,0.207547,,0.36478,0.282609,
0.261185,0.175627,,0.375,0.355191,,0.298137,0.298932,
0.261934,0.176849,,0.433824,0.23622,,0.229437,0.227979,
0.610329,0.18,,0.33871,0.217742,,0.27428,0.150336,
0.275862,0.243902,,0.22381,0.190955,,0.272727,0.218935,
0.271429,0.243478,,0.264804,0.288136,,0.643902,0.269406,
0.227545,0.225296,,0.263636,0.296,,0.371859,0.229927,
0.275689,0.236923,,0.547945,0.345098,,0.285714,0.212885,
0.495783,0.133333,,0.290503,0.294118,,0.352632,0.221106,
0.274725,0.265403,,0.321839,0.188312,,0.249012,0.318182,
0.309392,0.18328,,0.328042,0.331776,,0.484716,0.35514,
0.291032,0.197802,,0.250653,0.209386,,0.292683,0.302932,
0.471042,0.228814,,0.512387,0.284946,,0.393862,0.287749,
0.334385,0.234848,,0.38009,0.375,,0.246353,0.128205,
0.271739,0.219828,,0.345679,0.378205,,0.538462,0.373134,
0.439716,0.185185,,0.272917,0.242308,,0.381271,0.266234,
0.4,0.220588,,0.490119,0.240385,,0.459459,0.327014,
0.137143,0.335766,,0.348921,0.359091,,0.503401,0.405594,
0.278169,0.126005,,0.40566,0.505155,,0.407407,0.379085,
0.110619,0.224138,,0.663934,0.180328,,0.19802,0.306897,
0.510309,0.21374,,0.323944,0.288,,0.180587,0.213953,
0.341176,0.163462,,0.163743,0.376923,,0.341818,0.337255,
0.32967,0.315789,,0.181384,0.306818,,0.136594,0.480263,
0.264368,0.207595,,0.316794,0.360825,,0.434698,0.141388,
0.309859,0.206642,,0.123267,0.248,,0.34749,0.320755,
0.269581,0.11883,,0.472998,0.268398,,0.324895,0.361538,
0.397436,0.196296,,0.354839,0.155319,,0.3375,0.255,
0.271845,0.20915,,0.409091,0.260631,,0.36,0.283019,
0.233503,0.164286,,0.392405,0.360759,,0.273408,0.237251,
0.521739,0.27551,,0.299213,0.160221,,0.536765,0.222485,
0.243523,0.251908,,0.330561,0.419255,,0.375,0.164751,
0.050847,0.213675,,0.444444,0.305085,,0.278075,0.245714,
0.042553,0.162162,,0.369231,0.376923,,0.552083,0.354839,
0.242991,0.285714,,0.253968,0.234657,,0.360515,0.169811,
0.15,0.255639,,0.59322,0.339367,,0.072727,0.382022,
0.021505,0.25,,0.354497,0.326241,,0.085938,0.391608,
0.319635,0.2,,0.078313,0.312883,,0.219178,0.286885,
0.290837,0.261364,,0.08871,0.22093,,0.153846,0.257951,
0.235075,0.119205,,0.276423,0.409283,,0.028986,0.34715,
0.221311,0.290909,,0.095238,0.137255,,0.330233,0.335938,
0.226415,0.36859,,0.019531,0.322727,,0.265734,0.34384,
0.246269,0.207885,,0.377049,0.477089,,0.230241,0.267081,
0.382353,0.267267,,0.27686,0.284345,,0.427419,0.323843,
0.266476,0.266332,,0.235294,0.349823,,0.247899,0.156559,
0.376744,0.246575,,0.347107,0.325581,,0.244635,0.239583,
0.292398,0.162393,,0.315589,0.335714,,0.507177,0.478947,
0.283019,0.25,,0.273077,0.25,,0.26087,0.201807,
0.290123,0.166144,,0.487179,0.304348,,0.336449,0.304094,
0.323077,0.240964,,0.282609,0.206044,,0.341317,0.285714,
0.505682,0.179245,,0.414747,0.323944,,0.363636,0.348148,
0.084746,0.26945,,0.396552,0.267281,,0.363985,0.172662,
0.12,0.174731,,0.317857,0.370115,,0.375,0.318919,
0.113924,0.150289,,0.321429,0.291566,,0.504425,0.202046,
0.016807,0.253731,,0.337143,0.235669,,0.131579,0.333333,
0.156009,0.114919,,0.563694,0.373444,,0.066116,0.26616,
0.163295,0.238189,,0.111111,0.153153,,0.297872,0.398077,
0.306358,0.248428,,0.028369,0.346512,,0.032727,0.318066,
0.464151,0.210526,,0.149738,0.336601,,0.138973,0.328571,
0.333333,0.21875,,0.159026,0.266667,,0.203857,0.33209,
0.3,0.244344,,0.390533,0.303763,,0.349693,0.15619,
0.309645,0.242647,,0.541379,0.389423,,0.511364,0.319626,
0.28972,0.25974,,0.393617,0.365385,,0.328947,0.278788,
0.248826,0.222628,,0.340528,0.298755,,0.344086,0.229839,
0.173913,0.299213,,0.323383,0.278388,,0.381395,0.283019,
0.284,0.257373,,0.358209,0.291139,,0.303318,0.317391,
0.337778,0.255924,,0.304094,0.308157,,0.382353,0.32549,
0.233945,0.222222,,0.176471,0.324468,,0.194805,0.314655,
0.495575,0.225532,,0.292929,0.315068,,0.302491,0.259649,
0.311793,0.244444,,0.36272,0.328431,,0.366516,0.310606,
0.457746,0.259669,,0.242291,0.343137,,0.282178,0.32266,
0.331522,0.238304,,0.497222,0.315436,,0.503979,0.320988,
0.176471,0.051948,,0.363083,0.317195,,0.357964,0.286689,
0.275229,0.30033,,0.581006,0.082192,,0.542683,0.340426,
0.294393,0.159259,,0.37415,0.543284,,0.380952,0.462963,
0.3,0.169742,,0.336283,0.213235,,0.362069,0.297872,
0.335443,0.170213,,0.290196,0.208791,,0.311475,0.306802,
0.396825,0.197987,,0.316514,0.142857,,0.381356,0.077348,
0.2625,0.245714,,0.32906,0.217391,,0.328302,0.407104,
0.319876,0.241667,,0.378378,0.305389,,0.34139,0.182119,
0.22619,0.183051,,0.40678,0.297297,,0.380645,0.185811,
0.528986,0.065094,,0.304878,0.213058,,0.22,0.183908,
0.19186,0.062764,,0.382838,0.095285,,0.384127,0.268421,
0.243655,0.061574,,0.196262,0.079774,,0.179487,0.333333,
0.171642,0.251046,,0.575758,0.107287,,0.608,0.353535,
0.33,0.363208,,0.333333,0.337553,,0.27551,0.252336,
0.370213,0.129353,,0.221106,0.391667,,0.225806,0.078492,
0.156716,0.212121,,0.282895,0.229592,,0.217742,0.070154,
0.502959,0.164315,,0.33,0.365439,,0.386792,0.087831,
0.665169,0.078431,,0.40553,0.197674,,0.395238,0.342105,
0.16454,0.15812,,0.289308,0.137037,,0.232394,0.418327,
0.041186,,,0.552632,0.236979,,0.46875,0.200957,
0.241287,,,0.693051,,,0.680594,0.357746,
0.251337,,,0.169526,,,0.138371,0.250712,
0.276699,,,0.060038,,,0.03864,0.138103,
0.175,,,0.122881,,,0.306452,0.208989,
0.229008,,,0.261364,,,0.289855,,
0.197802,,,0.253247,,,0.382353,,
0.358491,,,0.230769,,,0.216561,,
0.648936,,,0.338583,,,0.278351,,
0.303136,,,0.340206,,,0.324873,,
0.484706,,,0.278409,,,0.683761,,
0.517413,,,0.765306,,,0.324,,
0.251282,,,0.307377,,,0.495455,,
0.24269,,,0.465558,,,0.616915,,
0.04534,,,0.632184,,,0.241706,,
0.226361,,,0.271676,,,0.266254,,
0.391304,,,0.237082,,,0.269129,,
0.243902,,,0.254438,,,0.392,,
0.191489,,,0.393701,,,0.321534,,
0.284211,,,0.275758,,,0.280822,,
0.55,,,0.315789,,,0.348958,,
0.268939,,,0.333333,,,0.660714,,
0.342282,,,0.616438,,,0.09375,,
0.705314,,,0.166667,,,0.365957,,
0.701923,,,0.362903,,,0.36,,
0.395604,,,0.386076,,,0.743455,,
0.261905,,,0.756757,,,0.744681,,
0.296588,,,0.752747,,,0.356436,,
0.336117,,,0.326923,,,0.345679,,
0.303097,,,0.339744,,,0.352785,,
0.43,,,0.363636,,,0.399568,,
0.455782,,,0.362903,,,0.335766,,
0.470817,,,0.314869,,,0.519393,,
0.439024,,,0.495726,,,0.41875,,
0.240876,,,0.401316,,,0.557432,,
0.243542,,,0.557196,,,0.496503,,
0.300562,,,0.551724,,,0.274834,,
0.322034,,,0.278388,,,0.274834,,
0.322222,,,0.279412,,,0.355685,,
0.415493,,,0.360111,,,0.366412,,
0.143059,,,0.35,,,0.318182,,
0.262411,,,0.348837,,,0.529412,,
0.017751,,,0.601852,,,0.126241,,
0.205128,,,0.104587,,,0.257813,,
0.26284,,,0.290076,,,0.020173,,
0.288136,,,0.23913,,,0.235294,,
0.102564,,,0.293375,,,0.280397,,
0.318898,,,0.321192,,,0.257764,,
0.612069,,,0.111111,,,0.120253,,
0.266355,,,0.353234,,,0.416667,,
0.298246,,,0.804444,,,0.717703,,
0.306283,,,0.346154,,,0.300847,,
0.393305,,,0.431373,,,0.403509,,
0.305842,,,0.394444,,,0.349502,,
0.601896,,,0.403704,,,0.34375,,
0.360406,,,0.434959,,,0.347403,,
0.385281,,,0.548837,,,0.650246,,
0.246575,,,0.352113,,,0.361386,,
0.366667,,,0.402715,,,0.379747,,
0.311077,,,0.294798,,,0.280899,,
0.357143,,,0.484848,,,0.674419,,
0.309783,,,0.354455,,,0.337248,,
0.227273,,,0.403226,,,0.254902,,
0.37594,,,0.4125,,,0.388158,,
0.291667,,,0.304878,,,0.257862,,
0.554859,,,0.398734,,,0.316092,,
0.474359,,,0.345745,,,0.334928,,
0.050761,,,0.58042,,,0.552795,,
0.319672,,,0.646154,,,0.622047,,
0.315,,,0.050505,,,0.038961,,
0.32971,,,0.346939,,,0.325397,,
0.520147,,,0.429379,,,0.418182,,
0.164835,,,0.356589,,,0.389474,,
0.3,,,0.513109,,,0.51,,
0.256983,,,0.361702,,,0.272727,,
0.037895,,,0.391837,,,0.360153,,
,,,0.301449,,,0.214724,,
,,,,,,0.046018,,
